region;statistikkvariabel;tid;Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid
1252 Modalen;Folketalet ved utgangen av kvartalet;2016K1;376
1253 Osterøy;Folketalet ved inngangen av kvartalet;2016K1;7957
1253 Osterøy;Fødde;2016K1;24
1253 Osterøy;Døde;2016K1;11
1253 Osterøy;Fødselsoverskot;2016K1;13
1253 Osterøy;Innvandring;2016K1;19
1253 Osterøy;Utvandring;2016K1;3
1253 Osterøy;Innflytting, innalandsk;2016K1;42
1253 Osterøy;Utflytting, innalandsk;2016K1;40
1253 Osterøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;18
1253 Osterøy;Folkevekst;2016K1;31
1253 Osterøy;Folketalet ved utgangen av kvartalet;2016K1;7988
1256 Meland;Folketalet ved inngangen av kvartalet;2016K1;7812
1256 Meland;Fødde;2016K1;29
1256 Meland;Døde;2016K1;3
1256 Meland;Fødselsoverskot;2016K1;26
1256 Meland;Innvandring;2016K1;3
1256 Meland;Utvandring;2016K1;5
1256 Meland;Innflytting, innalandsk;2016K1;99
1256 Meland;Utflytting, innalandsk;2016K1;88
1256 Meland;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
1256 Meland;Folkevekst;2016K1;35
1256 Meland;Folketalet ved utgangen av kvartalet;2016K1;7847
1259 Øygarden;Folketalet ved inngangen av kvartalet;2016K1;4852
1259 Øygarden;Fødde;2016K1;18
1259 Øygarden;Døde;2016K1;8
1259 Øygarden;Fødselsoverskot;2016K1;10
1259 Øygarden;Innvandring;2016K1;2
1259 Øygarden;Utvandring;2016K1;4
1259 Øygarden;Innflytting, innalandsk;2016K1;35
1259 Øygarden;Utflytting, innalandsk;2016K1;27
1259 Øygarden;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
1259 Øygarden;Folkevekst;2016K1;16
1259 Øygarden;Folketalet ved utgangen av kvartalet;2016K1;4868
1260 Radøy;Folketalet ved inngangen av kvartalet;2016K1;5077
1260 Radøy;Fødde;2016K1;9
1260 Radøy;Døde;2016K1;17
1260 Radøy;Fødselsoverskot;2016K1;-8
1260 Radøy;Innvandring;2016K1;16
1260 Radøy;Utvandring;2016K1;2
1260 Radøy;Innflytting, innalandsk;2016K1;46
1260 Radøy;Utflytting, innalandsk;2016K1;40
1260 Radøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;20
1260 Radøy;Folkevekst;2016K1;12
1260 Radøy;Folketalet ved utgangen av kvartalet;2016K1;5089
1263 Lindås;Folketalet ved inngangen av kvartalet;2016K1;15607
1263 Lindås;Fødde;2016K1;34
1263 Lindås;Døde;2016K1;27
1263 Lindås;Fødselsoverskot;2016K1;7
1263 Lindås;Innvandring;2016K1;31
1263 Lindås;Utvandring;2016K1;4
1263 Lindås;Innflytting, innalandsk;2016K1;154
1263 Lindås;Utflytting, innalandsk;2016K1;164
1263 Lindås;Nettoinnflytting, inkl. inn- og utvandring;2016K1;17
1263 Lindås;Folkevekst;2016K1;24
1263 Lindås;Folketalet ved utgangen av kvartalet;2016K1;15631
1264 Austrheim;Folketalet ved inngangen av kvartalet;2016K1;2858
1264 Austrheim;Fødde;2016K1;8
1264 Austrheim;Døde;2016K1;5
1264 Austrheim;Fødselsoverskot;2016K1;3
1264 Austrheim;Innvandring;2016K1;4
1264 Austrheim;Utvandring;2016K1;3
1264 Austrheim;Innflytting, innalandsk;2016K1;34
1264 Austrheim;Utflytting, innalandsk;2016K1;25
1264 Austrheim;Nettoinnflytting, inkl. inn- og utvandring;2016K1;10
1264 Austrheim;Folkevekst;2016K1;13
1264 Austrheim;Folketalet ved utgangen av kvartalet;2016K1;2871
1265 Fedje;Folketalet ved inngangen av kvartalet;2016K1;576
1265 Fedje;Fødde;2016K1;1
1265 Fedje;Døde;2016K1;0
1265 Fedje;Fødselsoverskot;2016K1;1
1265 Fedje;Innvandring;2016K1;0
1265 Fedje;Utvandring;2016K1;0
1265 Fedje;Innflytting, innalandsk;2016K1;2
1265 Fedje;Utflytting, innalandsk;2016K1;3
1265 Fedje;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
1265 Fedje;Folkevekst;2016K1;0
1265 Fedje;Folketalet ved utgangen av kvartalet;2016K1;576
1266 Masfjorden;Folketalet ved inngangen av kvartalet;2016K1;1701
1266 Masfjorden;Fødde;2016K1;5
1266 Masfjorden;Døde;2016K1;7
1266 Masfjorden;Fødselsoverskot;2016K1;-2
1266 Masfjorden;Innvandring;2016K1;1
1266 Masfjorden;Utvandring;2016K1;0
1266 Masfjorden;Innflytting, innalandsk;2016K1;13
1266 Masfjorden;Utflytting, innalandsk;2016K1;13
1266 Masfjorden;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
1266 Masfjorden;Folkevekst;2016K1;-1
1266 Masfjorden;Folketalet ved utgangen av kvartalet;2016K1;1700
1401 Flora;Folketalet ved inngangen av kvartalet;2016K1;11923
1401 Flora;Fødde;2016K1;35
1401 Flora;Døde;2016K1;23
1401 Flora;Fødselsoverskot;2016K1;12
1401 Flora;Innvandring;2016K1;40
1401 Flora;Utvandring;2016K1;10
1401 Flora;Innflytting, innalandsk;2016K1;71
1401 Flora;Utflytting, innalandsk;2016K1;70
1401 Flora;Nettoinnflytting, inkl. inn- og utvandring;2016K1;31
1401 Flora;Folkevekst;2016K1;43
1401 Flora;Folketalet ved utgangen av kvartalet;2016K1;11966
1411 Gulen;Folketalet ved inngangen av kvartalet;2016K1;2370
1411 Gulen;Fødde;2016K1;6
1411 Gulen;Døde;2016K1;7
1411 Gulen;Fødselsoverskot;2016K1;-1
1411 Gulen;Innvandring;2016K1;3
1411 Gulen;Utvandring;2016K1;0
1411 Gulen;Innflytting, innalandsk;2016K1;17
1411 Gulen;Utflytting, innalandsk;2016K1;16
1411 Gulen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
1411 Gulen;Folkevekst;2016K1;3
1411 Gulen;Folketalet ved utgangen av kvartalet;2016K1;2373
1412 Solund;Folketalet ved inngangen av kvartalet;2016K1;785
1412 Solund;Fødde;2016K1;1
1412 Solund;Døde;2016K1;2
1412 Solund;Fødselsoverskot;2016K1;-1
1412 Solund;Innvandring;2016K1;5
1412 Solund;Utvandring;2016K1;0
1412 Solund;Innflytting, innalandsk;2016K1;6
1412 Solund;Utflytting, innalandsk;2016K1;5
1412 Solund;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
1412 Solund;Folkevekst;2016K1;5
1412 Solund;Folketalet ved utgangen av kvartalet;2016K1;790
1413 Hyllestad;Folketalet ved inngangen av kvartalet;2016K1;1395
1413 Hyllestad;Fødde;2016K1;4
1413 Hyllestad;Døde;2016K1;2
1413 Hyllestad;Fødselsoverskot;2016K1;2
1413 Hyllestad;Innvandring;2016K1;4
1413 Hyllestad;Utvandring;2016K1;0
1413 Hyllestad;Innflytting, innalandsk;2016K1;17
1413 Hyllestad;Utflytting, innalandsk;2016K1;11
1413 Hyllestad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;10
1413 Hyllestad;Folkevekst;2016K1;12
1413 Hyllestad;Folketalet ved utgangen av kvartalet;2016K1;1407
1416 Høyanger;Folketalet ved inngangen av kvartalet;2016K1;4161
1416 Høyanger;Fødde;2016K1;10
1416 Høyanger;Døde;2016K1;14
1416 Høyanger;Fødselsoverskot;2016K1;-4
1416 Høyanger;Innvandring;2016K1;22
1416 Høyanger;Utvandring;2016K1;3
1416 Høyanger;Innflytting, innalandsk;2016K1;19
1416 Høyanger;Utflytting, innalandsk;2016K1;46
1416 Høyanger;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
1416 Høyanger;Folkevekst;2016K1;-12
1416 Høyanger;Folketalet ved utgangen av kvartalet;2016K1;4149
1417 Vik;Folketalet ved inngangen av kvartalet;2016K1;2689
1417 Vik;Fødde;2016K1;4
1417 Vik;Døde;2016K1;4
1417 Vik;Fødselsoverskot;2016K1;0
1417 Vik;Innvandring;2016K1;7
1417 Vik;Utvandring;2016K1;0
1417 Vik;Innflytting, innalandsk;2016K1;15
1417 Vik;Utflytting, innalandsk;2016K1;19
1417 Vik;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
1417 Vik;Folkevekst;2016K1;3
1417 Vik;Folketalet ved utgangen av kvartalet;2016K1;2692
1418 Balestrand;Folketalet ved inngangen av kvartalet;2016K1;1294
1418 Balestrand;Fødde;2016K1;3
1418 Balestrand;Døde;2016K1;6
1418 Balestrand;Fødselsoverskot;2016K1;-3
1418 Balestrand;Innvandring;2016K1;3
1418 Balestrand;Utvandring;2016K1;5
1418 Balestrand;Innflytting, innalandsk;2016K1;10
1418 Balestrand;Utflytting, innalandsk;2016K1;9
1418 Balestrand;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
1418 Balestrand;Folkevekst;2016K1;-4
1418 Balestrand;Folketalet ved utgangen av kvartalet;2016K1;1290
1419 Leikanger;Folketalet ved inngangen av kvartalet;2016K1;2298
1419 Leikanger;Fødde;2016K1;8
1419 Leikanger;Døde;2016K1;5
1419 Leikanger;Fødselsoverskot;2016K1;3
1419 Leikanger;Innvandring;2016K1;2
1419 Leikanger;Utvandring;2016K1;0
1419 Leikanger;Innflytting, innalandsk;2016K1;24
1419 Leikanger;Utflytting, innalandsk;2016K1;17
1419 Leikanger;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
1419 Leikanger;Folkevekst;2016K1;12
1419 Leikanger;Folketalet ved utgangen av kvartalet;2016K1;2310
1420 Sogndal;Folketalet ved inngangen av kvartalet;2016K1;7839
1420 Sogndal;Fødde;2016K1;22
1420 Sogndal;Døde;2016K1;17
1420 Sogndal;Fødselsoverskot;2016K1;5
1420 Sogndal;Innvandring;2016K1;14
1420 Sogndal;Utvandring;2016K1;0
1420 Sogndal;Innflytting, innalandsk;2016K1;71
1420 Sogndal;Utflytting, innalandsk;2016K1;90
1420 Sogndal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
1420 Sogndal;Folkevekst;2016K1;0
1420 Sogndal;Folketalet ved utgangen av kvartalet;2016K1;7839
1421 Aurland;Folketalet ved inngangen av kvartalet;2016K1;1764
1421 Aurland;Fødde;2016K1;2
1421 Aurland;Døde;2016K1;6
1421 Aurland;Fødselsoverskot;2016K1;-4
1421 Aurland;Innvandring;2016K1;18
1421 Aurland;Utvandring;2016K1;5
1421 Aurland;Innflytting, innalandsk;2016K1;15
1421 Aurland;Utflytting, innalandsk;2016K1;8
1421 Aurland;Nettoinnflytting, inkl. inn- og utvandring;2016K1;20
1421 Aurland;Folkevekst;2016K1;16
1421 Aurland;Folketalet ved utgangen av kvartalet;2016K1;1780
1422 Lærdal;Folketalet ved inngangen av kvartalet;2016K1;2172
1422 Lærdal;Fødde;2016K1;1
1422 Lærdal;Døde;2016K1;5
1422 Lærdal;Fødselsoverskot;2016K1;-4
1422 Lærdal;Innvandring;2016K1;4
1422 Lærdal;Utvandring;2016K1;0
1422 Lærdal;Innflytting, innalandsk;2016K1;11
1422 Lærdal;Utflytting, innalandsk;2016K1;21
1422 Lærdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-6
1422 Lærdal;Folkevekst;2016K1;-10
1422 Lærdal;Folketalet ved utgangen av kvartalet;2016K1;2162
1424 Årdal;Folketalet ved inngangen av kvartalet;2016K1;5359
1424 Årdal;Fødde;2016K1;13
1424 Årdal;Døde;2016K1;17
1424 Årdal;Fødselsoverskot;2016K1;-4
1424 Årdal;Innvandring;2016K1;21
1424 Årdal;Utvandring;2016K1;0
1424 Årdal;Innflytting, innalandsk;2016K1;22
1424 Årdal;Utflytting, innalandsk;2016K1;50
1424 Årdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-7
1424 Årdal;Folkevekst;2016K1;-11
1424 Årdal;Folketalet ved utgangen av kvartalet;2016K1;5348
1426 Luster;Folketalet ved inngangen av kvartalet;2016K1;5093
1426 Luster;Fødde;2016K1;11
1426 Luster;Døde;2016K1;11
1426 Luster;Fødselsoverskot;2016K1;0
1426 Luster;Innvandring;2016K1;6
1426 Luster;Utvandring;2016K1;0
1426 Luster;Innflytting, innalandsk;2016K1;27
1426 Luster;Utflytting, innalandsk;2016K1;28
1426 Luster;Nettoinnflytting, inkl. inn- og utvandring;2016K1;5
1426 Luster;Folkevekst;2016K1;5
1426 Luster;Folketalet ved utgangen av kvartalet;2016K1;5098
1428 Askvoll;Folketalet ved inngangen av kvartalet;2016K1;3023
1428 Askvoll;Fødde;2016K1;7
1428 Askvoll;Døde;2016K1;11
1428 Askvoll;Fødselsoverskot;2016K1;-4
1428 Askvoll;Innvandring;2016K1;7
1428 Askvoll;Utvandring;2016K1;0
1428 Askvoll;Innflytting, innalandsk;2016K1;24
1428 Askvoll;Utflytting, innalandsk;2016K1;20
1428 Askvoll;Nettoinnflytting, inkl. inn- og utvandring;2016K1;11
1428 Askvoll;Folkevekst;2016K1;7
1428 Askvoll;Folketalet ved utgangen av kvartalet;2016K1;3030
1429 Fjaler;Folketalet ved inngangen av kvartalet;2016K1;2830
1429 Fjaler;Fødde;2016K1;3
1429 Fjaler;Døde;2016K1;10
1429 Fjaler;Fødselsoverskot;2016K1;-7
1429 Fjaler;Innvandring;2016K1;2
1429 Fjaler;Utvandring;2016K1;3
1429 Fjaler;Innflytting, innalandsk;2016K1;15
1429 Fjaler;Utflytting, innalandsk;2016K1;19
1429 Fjaler;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
1429 Fjaler;Folkevekst;2016K1;-12
1429 Fjaler;Folketalet ved utgangen av kvartalet;2016K1;2818
1430 Gaular;Folketalet ved inngangen av kvartalet;2016K1;2942
1430 Gaular;Fødde;2016K1;4
1430 Gaular;Døde;2016K1;8
1430 Gaular;Fødselsoverskot;2016K1;-4
1430 Gaular;Innvandring;2016K1;4
1430 Gaular;Utvandring;2016K1;0
1430 Gaular;Innflytting, innalandsk;2016K1;18
1430 Gaular;Utflytting, innalandsk;2016K1;31
1430 Gaular;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-9
1430 Gaular;Folkevekst;2016K1;-13
1430 Gaular;Folketalet ved utgangen av kvartalet;2016K1;2929
1431 Jølster;Folketalet ved inngangen av kvartalet;2016K1;3020
1431 Jølster;Fødde;2016K1;8
1431 Jølster;Døde;2016K1;11
1431 Jølster;Fødselsoverskot;2016K1;-3
1431 Jølster;Innvandring;2016K1;15
1431 Jølster;Utvandring;2016K1;3
1431 Jølster;Innflytting, innalandsk;2016K1;26
1431 Jølster;Utflytting, innalandsk;2016K1;34
1431 Jølster;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
1431 Jølster;Folkevekst;2016K1;1
1431 Jølster;Folketalet ved utgangen av kvartalet;2016K1;3021
1432 Førde;Folketalet ved inngangen av kvartalet;2016K1;12900
1432 Førde;Fødde;2016K1;34
1432 Førde;Døde;2016K1;27
1432 Førde;Fødselsoverskot;2016K1;7
1432 Førde;Innvandring;2016K1;51
1432 Førde;Utvandring;2016K1;4
1432 Førde;Innflytting, innalandsk;2016K1;101
1432 Førde;Utflytting, innalandsk;2016K1;140
1432 Førde;Nettoinnflytting, inkl. inn- og utvandring;2016K1;8
1432 Førde;Folkevekst;2016K1;15
1432 Førde;Folketalet ved utgangen av kvartalet;2016K1;12915
1433 Naustdal;Folketalet ved inngangen av kvartalet;2016K1;2840
1433 Naustdal;Fødde;2016K1;4
1433 Naustdal;Døde;2016K1;6
1433 Naustdal;Fødselsoverskot;2016K1;-2
1433 Naustdal;Innvandring;2016K1;0
1433 Naustdal;Utvandring;2016K1;0
1433 Naustdal;Innflytting, innalandsk;2016K1;23
1433 Naustdal;Utflytting, innalandsk;2016K1;21
1433 Naustdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;2
1433 Naustdal;Folkevekst;2016K1;0
1433 Naustdal;Folketalet ved utgangen av kvartalet;2016K1;2840
1438 Bremanger;Folketalet ved inngangen av kvartalet;2016K1;3846
1438 Bremanger;Fødde;2016K1;4
1438 Bremanger;Døde;2016K1;12
1438 Bremanger;Fødselsoverskot;2016K1;-8
1438 Bremanger;Innvandring;2016K1;12
1438 Bremanger;Utvandring;2016K1;1
1438 Bremanger;Innflytting, innalandsk;2016K1;24
1438 Bremanger;Utflytting, innalandsk;2016K1;17
1438 Bremanger;Nettoinnflytting, inkl. inn- og utvandring;2016K1;18
1438 Bremanger;Folkevekst;2016K1;10
1438 Bremanger;Folketalet ved utgangen av kvartalet;2016K1;3856
1439 Vågsøy;Folketalet ved inngangen av kvartalet;2016K1;6046
1439 Vågsøy;Fødde;2016K1;12
1439 Vågsøy;Døde;2016K1;12
1439 Vågsøy;Fødselsoverskot;2016K1;0
1439 Vågsøy;Innvandring;2016K1;8
1439 Vågsøy;Utvandring;2016K1;4
1439 Vågsøy;Innflytting, innalandsk;2016K1;26
1439 Vågsøy;Utflytting, innalandsk;2016K1;38
1439 Vågsøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
1439 Vågsøy;Folkevekst;2016K1;-8
1439 Vågsøy;Folketalet ved utgangen av kvartalet;2016K1;6038
1441 Selje;Folketalet ved inngangen av kvartalet;2016K1;2774
1441 Selje;Fødde;2016K1;6
1441 Selje;Døde;2016K1;5
1441 Selje;Fødselsoverskot;2016K1;1
1441 Selje;Innvandring;2016K1;5
1441 Selje;Utvandring;2016K1;1
1441 Selje;Innflytting, innalandsk;2016K1;21
1441 Selje;Utflytting, innalandsk;2016K1;23
1441 Selje;Nettoinnflytting, inkl. inn- og utvandring;2016K1;2
1441 Selje;Folkevekst;2016K1;3
1441 Selje;Folketalet ved utgangen av kvartalet;2016K1;2777
1443 Eid;Folketalet ved inngangen av kvartalet;2016K1;6015
1443 Eid;Fødde;2016K1;14
1443 Eid;Døde;2016K1;10
1443 Eid;Fødselsoverskot;2016K1;4
1443 Eid;Innvandring;2016K1;10
1443 Eid;Utvandring;2016K1;2
1443 Eid;Innflytting, innalandsk;2016K1;33
1443 Eid;Utflytting, innalandsk;2016K1;35
1443 Eid;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
1443 Eid;Folkevekst;2016K1;10
1443 Eid;Folketalet ved utgangen av kvartalet;2016K1;6025
1444 Hornindal;Folketalet ved inngangen av kvartalet;2016K1;1200
1444 Hornindal;Fødde;2016K1;5
1444 Hornindal;Døde;2016K1;3
1444 Hornindal;Fødselsoverskot;2016K1;2
1444 Hornindal;Innvandring;2016K1;0
1444 Hornindal;Utvandring;2016K1;1
1444 Hornindal;Innflytting, innalandsk;2016K1;4
1444 Hornindal;Utflytting, innalandsk;2016K1;11
1444 Hornindal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
1444 Hornindal;Folkevekst;2016K1;-6
1444 Hornindal;Folketalet ved utgangen av kvartalet;2016K1;1194
1445 Gloppen;Folketalet ved inngangen av kvartalet;2016K1;5784
1445 Gloppen;Fødde;2016K1;8
1445 Gloppen;Døde;2016K1;16
1445 Gloppen;Fødselsoverskot;2016K1;-8
1445 Gloppen;Innvandring;2016K1;11
1445 Gloppen;Utvandring;2016K1;1
1445 Gloppen;Innflytting, innalandsk;2016K1;39
1445 Gloppen;Utflytting, innalandsk;2016K1;36
1445 Gloppen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;13
1445 Gloppen;Folkevekst;2016K1;5
1445 Gloppen;Folketalet ved utgangen av kvartalet;2016K1;5789
1449 Stryn;Folketalet ved inngangen av kvartalet;2016K1;7168
1449 Stryn;Fødde;2016K1;24
1449 Stryn;Døde;2016K1;20
1449 Stryn;Fødselsoverskot;2016K1;4
1449 Stryn;Innvandring;2016K1;27
1449 Stryn;Utvandring;2016K1;5
1449 Stryn;Innflytting, innalandsk;2016K1;25
1449 Stryn;Utflytting, innalandsk;2016K1;32
1449 Stryn;Nettoinnflytting, inkl. inn- og utvandring;2016K1;15
1449 Stryn;Folkevekst;2016K1;19
1449 Stryn;Folketalet ved utgangen av kvartalet;2016K1;7187
1502 Molde;Folketalet ved inngangen av kvartalet;2016K1;26732
1502 Molde;Fødde;2016K1;63
1502 Molde;Døde;2016K1;58
1502 Molde;Fødselsoverskot;2016K1;5
1502 Molde;Innvandring;2016K1;64
1502 Molde;Utvandring;2016K1;79
1502 Molde;Innflytting, innalandsk;2016K1;226
1502 Molde;Utflytting, innalandsk;2016K1;259
1502 Molde;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-48
1502 Molde;Folkevekst;2016K1;-43
1502 Molde;Folketalet ved utgangen av kvartalet;2016K1;26689
1504 Ålesund;Folketalet ved inngangen av kvartalet;2016K1;46747
1504 Ålesund;Fødde;2016K1;135
1504 Ålesund;Døde;2016K1;106
1504 Ålesund;Fødselsoverskot;2016K1;29
1504 Ålesund;Innvandring;2016K1;168
1504 Ålesund;Utvandring;2016K1;128
1504 Ålesund;Innflytting, innalandsk;2016K1;385
1504 Ålesund;Utflytting, innalandsk;2016K1;427
1504 Ålesund;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-2
1504 Ålesund;Folkevekst;2016K1;27
1504 Ålesund;Folketalet ved utgangen av kvartalet;2016K1;46774
1505 Kristiansund;Folketalet ved inngangen av kvartalet;2016K1;24526
1505 Kristiansund;Fødde;2016K1;42
1505 Kristiansund;Døde;2016K1;72
1505 Kristiansund;Fødselsoverskot;2016K1;-30
1505 Kristiansund;Innvandring;2016K1;61
1505 Kristiansund;Utvandring;2016K1;45
1505 Kristiansund;Innflytting, innalandsk;2016K1;156
1505 Kristiansund;Utflytting, innalandsk;2016K1;211
1505 Kristiansund;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-39
1505 Kristiansund;Folkevekst;2016K1;-69
1505 Kristiansund;Folketalet ved utgangen av kvartalet;2016K1;24457
1511 Vanylven;Folketalet ved inngangen av kvartalet;2016K1;3256
1511 Vanylven;Fødde;2016K1;3
1511 Vanylven;Døde;2016K1;12
1511 Vanylven;Fødselsoverskot;2016K1;-9
1511 Vanylven;Innvandring;2016K1;4
1511 Vanylven;Utvandring;2016K1;1
1511 Vanylven;Innflytting, innalandsk;2016K1;13
1511 Vanylven;Utflytting, innalandsk;2016K1;32
1511 Vanylven;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-16
1511 Vanylven;Folkevekst;2016K1;-25
1511 Vanylven;Folketalet ved utgangen av kvartalet;2016K1;3231
1514 Sande (M. og R.);Folketalet ved inngangen av kvartalet;2016K1;2559
1514 Sande (M. og R.);Fødde;2016K1;4
1514 Sande (M. og R.);Døde;2016K1;3
1514 Sande (M. og R.);Fødselsoverskot;2016K1;1
1514 Sande (M. og R.);Innvandring;2016K1;11
1514 Sande (M. og R.);Utvandring;2016K1;9
1514 Sande (M. og R.);Innflytting, innalandsk;2016K1;23
1514 Sande (M. og R.);Utflytting, innalandsk;2016K1;16
1514 Sande (M. og R.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
1514 Sande (M. og R.);Folkevekst;2016K1;10
1514 Sande (M. og R.);Folketalet ved utgangen av kvartalet;2016K1;2569
1515 Herøy (M. og R.);Folketalet ved inngangen av kvartalet;2016K1;8972
1515 Herøy (M. og R.);Fødde;2016K1;20
1515 Herøy (M. og R.);Døde;2016K1;23
1515 Herøy (M. og R.);Fødselsoverskot;2016K1;-3
1515 Herøy (M. og R.);Innvandring;2016K1;14
1515 Herøy (M. og R.);Utvandring;2016K1;18
1515 Herøy (M. og R.);Innflytting, innalandsk;2016K1;36
1515 Herøy (M. og R.);Utflytting, innalandsk;2016K1;58
1515 Herøy (M. og R.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;-26
1515 Herøy (M. og R.);Folkevekst;2016K1;-29
1515 Herøy (M. og R.);Folketalet ved utgangen av kvartalet;2016K1;8943
1516 Ulstein;Folketalet ved inngangen av kvartalet;2016K1;8430
1516 Ulstein;Fødde;2016K1;16
1516 Ulstein;Døde;2016K1;18
1516 Ulstein;Fødselsoverskot;2016K1;-2
1516 Ulstein;Innvandring;2016K1;49
1516 Ulstein;Utvandring;2016K1;36
1516 Ulstein;Innflytting, innalandsk;2016K1;83
1516 Ulstein;Utflytting, innalandsk;2016K1;106
1516 Ulstein;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-10
1516 Ulstein;Folkevekst;2016K1;-12
1516 Ulstein;Folketalet ved utgangen av kvartalet;2016K1;8418
1517 Hareid;Folketalet ved inngangen av kvartalet;2016K1;5189
1517 Hareid;Fødde;2016K1;13
1517 Hareid;Døde;2016K1;8
1517 Hareid;Fødselsoverskot;2016K1;5
1517 Hareid;Innvandring;2016K1;17
1517 Hareid;Utvandring;2016K1;19
1517 Hareid;Innflytting, innalandsk;2016K1;45
1517 Hareid;Utflytting, innalandsk;2016K1;59
1517 Hareid;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-16
1517 Hareid;Folkevekst;2016K1;-11
1517 Hareid;Folketalet ved utgangen av kvartalet;2016K1;5178
1519 Volda;Folketalet ved inngangen av kvartalet;2016K1;9037
1519 Volda;Fødde;2016K1;37
1519 Volda;Døde;2016K1;15
1519 Volda;Fødselsoverskot;2016K1;22
1519 Volda;Innvandring;2016K1;32
1519 Volda;Utvandring;2016K1;23
1519 Volda;Innflytting, innalandsk;2016K1;74
1519 Volda;Utflytting, innalandsk;2016K1;113
1519 Volda;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-30
1519 Volda;Folkevekst;2016K1;-8
1519 Volda;Folketalet ved utgangen av kvartalet;2016K1;9029
1520 Ørsta;Folketalet ved inngangen av kvartalet;2016K1;10677
1520 Ørsta;Fødde;2016K1;25
1520 Ørsta;Døde;2016K1;26
1520 Ørsta;Fødselsoverskot;2016K1;-1
1520 Ørsta;Innvandring;2016K1;13
1520 Ørsta;Utvandring;2016K1;8
1520 Ørsta;Innflytting, innalandsk;2016K1;83
1520 Ørsta;Utflytting, innalandsk;2016K1;60
1520 Ørsta;Nettoinnflytting, inkl. inn- og utvandring;2016K1;28
1520 Ørsta;Folkevekst;2016K1;27
1520 Ørsta;Folketalet ved utgangen av kvartalet;2016K1;10704
1523 Ørskog;Folketalet ved inngangen av kvartalet;2016K1;2310
1523 Ørskog;Fødde;2016K1;1
1523 Ørskog;Døde;2016K1;4
1523 Ørskog;Fødselsoverskot;2016K1;-3
1523 Ørskog;Innvandring;2016K1;4
1523 Ørskog;Utvandring;2016K1;0
1523 Ørskog;Innflytting, innalandsk;2016K1;21
1523 Ørskog;Utflytting, innalandsk;2016K1;22
1523 Ørskog;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
1523 Ørskog;Folkevekst;2016K1;0
1523 Ørskog;Folketalet ved utgangen av kvartalet;2016K1;2310
1524 Norddal;Folketalet ved inngangen av kvartalet;2016K1;1652
1524 Norddal;Fødde;2016K1;4
1524 Norddal;Døde;2016K1;5
1524 Norddal;Fødselsoverskot;2016K1;-1
1524 Norddal;Innvandring;2016K1;2
1524 Norddal;Utvandring;2016K1;2
1524 Norddal;Innflytting, innalandsk;2016K1;10
1524 Norddal;Utflytting, innalandsk;2016K1;6
1524 Norddal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
1524 Norddal;Folkevekst;2016K1;3
1524 Norddal;Folketalet ved utgangen av kvartalet;2016K1;1655
1525 Stranda;Folketalet ved inngangen av kvartalet;2016K1;4598
1525 Stranda;Fødde;2016K1;10
1525 Stranda;Døde;2016K1;11
1525 Stranda;Fødselsoverskot;2016K1;-1
1525 Stranda;Innvandring;2016K1;14
1525 Stranda;Utvandring;2016K1;15
1525 Stranda;Innflytting, innalandsk;2016K1;14
1525 Stranda;Utflytting, innalandsk;2016K1;25
1525 Stranda;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-12
1525 Stranda;Folkevekst;2016K1;-13
1525 Stranda;Folketalet ved utgangen av kvartalet;2016K1;4585
